task_id,date,operator_id,machine_id,site_id,task_type,environmental_condition,terrain_type,ambient_temp_c,visibility_pct,site_traffic_density,scheduled_start,scheduled_end,priority,status
TSK-00303,2026-09-03,OP-015,MC-009,SITE-D,Material Loading,Clear,Rocky,20.1,75.2,Medium,2026-09-03T21:43:00,2026-09-03T22:54:00,High,Scheduled
TSK-00304,2026-09-03,OP-015,MC-003,SITE-A,Material Loading,Rain,Muddy,13.7,38.6,High,2026-09-03T23:24:00,2026-09-04T00:35:00,Low,Scheduled
TSK-00305,2026-09-04,OP-001,MC-007,SITE-C,Material Loading,Clear,Rocky,22.0,68.4,Low,2026-09-04T19:00:00,2026-09-04T20:12:00,Medium,Scheduled
TSK-00306,2026-09-04,OP-001,MC-002,SITE-A,Excavation,Clear,Muddy,26.2,80.1,Low,2026-09-04T20:27:00,2026-09-04T22:28:00,Medium,Scheduled
TSK-00307,2026-09-04,OP-001,MC-003,SITE-B,Material Loading,High Wind,Hard Soil,23.7,48.5,Low,2026-09-04T22:43:00,2026-09-04T23:53:00,Low,Scheduled
TSK-00308,2026-09-04,OP-002,MC-002,SITE-B,Grading,Clear,Rocky,31.3,85.4,Medium,2026-09-04T07:00:00,2026-09-04T08:39:00,High,Scheduled
TSK-00309,2026-09-04,OP-002,MC-008,SITE-A,Excavation,Clear,Muddy,33.4,94.2,Low,2026-09-04T08:49:00,2026-09-04T10:39:00,High,Scheduled
TSK-00310,2026-09-04,OP-003,MC-009,SITE-A,Excavation,Clear,Rocky,20.7,73.4,High,2026-09-04T19:00:00,2026-09-04T21:27:00,Low,Scheduled
TSK-00311,2026-09-04,OP-003,MC-008,SITE-D,Excavation,Clear,Soft Soil,15.9,76.5,Medium,2026-09-04T21:57:00,2026-09-04T23:29:00,Low,Scheduled
TSK-00312,2026-09-04,OP-003,MC-004,SITE-B,Demolition,Clear,Soft Soil,25.7,76.5,Medium,2026-09-04T23:49:00,2026-09-05T01:34:00,High,Scheduled
TSK-00313,2026-09-04,OP-004,MC-008,SITE-D,Grading,Rain,Muddy,19.3,63.2,Low,2026-09-04T07:00:00,2026-09-04T08:38:00,Low,Scheduled
TSK-00314,2026-09-04,OP-005,MC-007,SITE-D,Material Loading,Clear,Muddy,21.8,89.1,High,2026-09-04T19:00:00,2026-09-04T20:06:00,High,Scheduled
TSK-00315,2026-09-04,OP-006,MC-008,SITE-A,Grading,Dust Storm,Rocky,35.1,34.3,High,2026-09-04T07:00:00,2026-09-04T09:13:00,High,Scheduled
TSK-00316,2026-09-04,OP-006,MC-003,SITE-D,Grading,Clear,Soft Soil,33.2,80.9,Medium,2026-09-04T09:28:00,2026-09-04T10:46:00,Low,Scheduled
TSK-00317,2026-09-04,OP-007,MC-006,SITE-A,Material Loading,Clear,Soft Soil,31.4,72.4,High,2026-09-04T19:00:00,2026-09-04T19:44:00,Medium,Scheduled
TSK-00318,2026-09-04,OP-007,MC-006,SITE-C,Trenching,Clear,Hard Soil,33.3,81.7,High,2026-09-04T19:59:00,2026-09-04T21:49:00,Medium,Scheduled
TSK-00319,2026-09-04,OP-007,MC-004,SITE-B,Trenching,Clear,Soft Soil,26.2,86.5,Medium,2026-09-04T21:59:00,2026-09-04T23:33:00,High,Scheduled
TSK-00320,2026-09-04,OP-008,MC-008,SITE-C,Demolition,Clear,Soft Soil,30.5,95.6,High,2026-09-04T07:00:00,2026-09-04T08:45:00,High,Scheduled
TSK-00321,2026-09-04,OP-009,MC-002,SITE-D,Material Loading,Clear,Soft Soil,27.3,75.3,Medium,2026-09-04T19:00:00,2026-09-04T19:55:00,Medium,Scheduled
TSK-00322,2026-09-04,OP-009,MC-007,SITE-A,Material Loading,Clear,Soft Soil,21.8,72.9,High,2026-09-04T20:10:00,2026-09-04T21:03:00,High,Scheduled
TSK-00323,2026-09-04,OP-010,MC-005,SITE-B,Demolition,Clear,Rocky,23.2,95.9,Medium,2026-09-04T07:00:00,2026-09-04T09:53:00,Low,Scheduled
TSK-00324,2026-09-04,OP-011,MC-003,SITE-B,Excavation,Rain,Rocky,8.8,54.1,High,2026-09-04T19:00:00,2026-09-04T21:06:00,High,Scheduled
TSK-00325,2026-09-04,OP-011,MC-009,SITE-A,Trenching,Clear,Soft Soil,16.7,70.4,Medium,2026-09-04T21:16:00,2026-09-04T22:45:00,Low,Scheduled
TSK-00326,2026-09-04,OP-012,MC-005,SITE-B,Demolition,Clear,Soft Soil,31.8,81.7,Medium,2026-09-04T07:00:00,2026-09-04T09:03:00,Low,Scheduled
TSK-00327,2026-09-04,OP-012,MC-008,SITE-A,Grading,Clear,Soft Soil,29.7,97.4,Low,2026-09-04T09:13:00,2026-09-04T10:27:00,Medium,Scheduled
TSK-00328,2026-09-04,OP-013,MC-010,SITE-B,Demolition,High Wind,Soft Soil,6.4,65.9,High,2026-09-04T19:00:00,2026-09-04T21:11:00,High,Scheduled
TSK-00329,2026-09-04,OP-014,MC-010,SITE-C,Excavation,Dust Storm,Rocky,30.0,56.7,Low,2026-09-04T07:00:00,2026-09-04T09:50:00,Low,Scheduled
TSK-00330,2026-09-04,OP-014,MC-010,SITE-B,Trenching,Dust Storm,Soft Soil,38.7,31.9,Low,2026-09-04T10:00:00,2026-09-04T12:14:00,Medium,Scheduled
TSK-00331,2026-09-04,OP-015,MC-009,SITE-C,Excavation,Clear,Muddy,25.5,72.2,Low,2026-09-04T19:00:00,2026-09-04T21:09:00,High,Scheduled
TSK-00332,2026-09-04,OP-015,MC-007,SITE-B,Grading,Clear,Muddy,19.3,63.6,Medium,2026-09-04T21:29:00,2026-09-04T22:48:00,Low,Scheduled
TSK-00333,2026-09-05,OP-001,MC-010,SITE-C,Material Loading,Rain,Soft Soil,12.5,53.7,Low,2026-09-05T19:00:00,2026-09-05T19:49:00,Low,Scheduled
TSK-00334,2026-09-05,OP-002,MC-002,SITE-B,Grading,Clear,Soft Soil,23.4,89.5,Medium,2026-09-05T07:00:00,2026-09-05T08:15:00,Low,Scheduled
TSK-00335,2026-09-05,OP-003,MC-010,SITE-D,Trenching,Rain,Rocky,14.0,52.5,High,2026-09-05T19:00:00,2026-09-05T21:36:00,High,Scheduled
TSK-00336,2026-09-05,OP-004,MC-006,SITE-A,Trenching,Clear,Soft Soil,24.7,86.8,High,2026-09-05T07:00:00,2026-09-05T08:38:00,Low,Scheduled
TSK-00337,2026-09-05,OP-004,MC-004,SITE-C,Trenching,Clear,Rocky,23.8,100.0,Medium,2026-09-05T08:53:00,2026-09-05T10:59:00,Medium,Scheduled
TSK-00338,2026-09-05,OP-004,MC-008,SITE-D,Grading,Clear,Soft Soil,39.1,93.5,Low,2026-09-05T11:19:00,2026-09-05T12:34:00,Low,Scheduled
TSK-00339,2026-09-05,OP-005,MC-004,SITE-B,Trenching,Clear,Rocky,19.4,70.2,Low,2026-09-05T19:00:00,2026-09-05T21:10:00,Medium,Scheduled
TSK-00340,2026-09-05,OP-006,MC-002,SITE-C,Grading,Dust Storm,Soft Soil,31.7,45.9,Medium,2026-09-05T07:00:00,2026-09-05T08:34:00,High,Scheduled
TSK-00341,2026-09-05,OP-006,MC-008,SITE-A,Grading,Clear,Rocky,26.3,90.4,Low,2026-09-05T08:54:00,2026-09-05T10:24:00,Medium,Scheduled
TSK-00342,2026-09-05,OP-006,MC-004,SITE-D,Material Loading,Clear,Rocky,33.1,90.9,High,2026-09-05T10:39:00,2026-09-05T11:47:00,Low,Scheduled
TSK-00343,2026-09-05,OP-007,MC-005,SITE-D,Excavation,Clear,Hard Soil,20.4,82.3,Medium,2026-09-05T19:00:00,2026-09-05T20:33:00,Low,Scheduled
TSK-00344,2026-09-05,OP-007,MC-008,SITE-B,Material Loading,Clear,Muddy,15.1,74.4,Medium,2026-09-05T20:48:00,2026-09-05T21:47:00,Low,Scheduled
TSK-00345,2026-09-05,OP-007,MC-001,SITE-A,Trenching,High Wind,Hard Soil,15.4,73.7,High,2026-09-05T21:57:00,2026-09-05T23:58:00,Medium,Scheduled
TSK-00346,2026-09-05,OP-008,MC-003,SITE-A,Grading,High Wind,Soft Soil,26.5,86.3,High,2026-09-05T07:00:00,2026-09-05T08:00:00,High,Scheduled
TSK-00347,2026-09-05,OP-009,MC-002,SITE-D,Grading,Clear,Muddy,24.1,78.1,Medium,2026-09-05T19:00:00,2026-09-05T20:39:00,Low,Scheduled
TSK-00348,2026-09-05,OP-009,MC-008,SITE-A,Material Loading,Rain,Hard Soil,18.7,41.8,Medium,2026-09-05T20:54:00,2026-09-05T22:05:00,Low,Scheduled
TSK-00349,2026-09-05,OP-009,MC-010,SITE-D,Demolition,Clear,Hard Soil,22.1,80.5,High,2026-09-05T22:35:00,2026-09-06T00:27:00,High,Scheduled
TSK-00350,2026-09-05,OP-010,MC-010,SITE-C,Trenching,High Wind,Rocky,29.3,64.1,Low,2026-09-05T07:00:00,2026-09-05T09:25:00,Medium,Scheduled
TSK-00351,2026-09-05,OP-010,MC-009,SITE-B,Excavation,Clear,Rocky,32.5,84.3,High,2026-09-05T09:35:00,2026-09-05T11:51:00,High,Scheduled
TSK-00352,2026-09-05,OP-010,MC-008,SITE-C,Grading,Rain,Hard Soil,27.7,59.5,Low,2026-09-05T12:21:00,2026-09-05T13:42:00,Medium,Scheduled
TSK-00353,2026-09-05,OP-011,MC-001,SITE-B,Material Loading,Clear,Muddy,21.3,81.6,High,2026-09-05T19:00:00,2026-09-05T20:02:00,High,Scheduled
TSK-00354,2026-09-05,OP-012,MC-004,SITE-A,Demolition,Rain,Rocky,22.5,78.9,High,2026-09-05T07:00:00,2026-09-05T09:55:00,Medium,Scheduled
TSK-00355,2026-09-05,OP-012,MC-002,SITE-C,Excavation,Clear,Soft Soil,27.8,91.2,Low,2026-09-05T10:10:00,2026-09-05T11:32:00,Low,Scheduled
TSK-00356,2026-09-05,OP-013,MC-001,SITE-A,Grading,Clear,Hard Soil,25.0,69.5,Medium,2026-09-05T19:00:00,2026-09-05T20:11:00,Medium,Scheduled
TSK-00357,2026-09-05,OP-013,MC-004,SITE-A,Excavation,Clear,Hard Soil,20.2,72.8,High,2026-09-05T20:26:00,2026-09-05T21:54:00,High,Scheduled
TSK-00358,2026-09-05,OP-013,MC-008,SITE-D,Material Loading,Clear,Rocky,9.8,79.2,Medium,2026-09-05T22:14:00,2026-09-05T23:25:00,High,Scheduled
TSK-00359,2026-09-05,OP-014,MC-005,SITE-C,Grading,Clear,Rocky,28.0,84.3,Medium,2026-09-05T07:00:00,2026-09-05T08:48:00,Medium,Scheduled
TSK-00360,2026-09-05,OP-014,MC-004,SITE-C,Grading,Rain,Rocky,20.4,66.1,Low,2026-09-05T09:03:00,2026-09-05T10:40:00,High,Scheduled
TSK-00361,2026-09-05,OP-014,MC-006,SITE-D,Grading,Dust Storm,Soft Soil,44.4,28.1,Medium,2026-09-05T10:50:00,2026-09-05T12:11:00,High,Scheduled
TSK-00362,2026-09-05,OP-015,MC-009,SITE-D,Grading,Clear,Soft Soil,28.4,69.7,Medium,2026-09-05T19:00:00,2026-09-05T20:15:00,Low,Scheduled
TSK-00363,2026-09-06,OP-001,MC-007,SITE-D,Grading,Clear,Hard Soil,26.9,90.2,Medium,2026-09-06T19:00:00,2026-09-06T20:17:00,Low,Scheduled
TSK-00364,2026-09-06,OP-001,MC-004,SITE-A,Grading,Clear,Muddy,27.6,80.2,High,2026-09-06T20:37:00,2026-09-06T22:16:00,Medium,Scheduled
TSK-00365,2026-09-06,OP-002,MC-003,SITE-D,Grading,Rain,Hard Soil,20.7,72.9,Medium,2026-09-06T07:00:00,2026-09-06T08:31:00,Medium,Scheduled
TSK-00366,2026-09-06,OP-003,MC-001,SITE-C,Excavation,Clear,Soft Soil,10.5,78.4,Low,2026-09-06T19:00:00,2026-09-06T20:41:00,Low,Scheduled
TSK-00367,2026-09-06,OP-004,MC-007,SITE-D,Grading,Rain,Muddy,20.5,69.0,Medium,2026-09-06T07:00:00,2026-09-06T08:38:00,Low,Scheduled
TSK-00368,2026-09-06,OP-004,MC-005,SITE-A,Grading,Clear,Hard Soil,29.4,93.4,Medium,2026-09-06T09:08:00,2026-09-06T10:38:00,High,Scheduled
TSK-00369,2026-09-06,OP-005,MC-002,SITE-C,Trenching,Clear,Soft Soil,27.8,73.3,Medium,2026-09-06T19:00:00,2026-09-06T20:32:00,Medium,Scheduled
TSK-00370,2026-09-06,OP-005,MC-003,SITE-A,Grading,Clear,Muddy,18.0,77.7,Low,2026-09-06T21:02:00,2026-09-06T22:35:00,Low,Scheduled
TSK-00371,2026-09-06,OP-006,MC-010,SITE-A,Trenching,Clear,Muddy,25.4,80.2,Medium,2026-09-06T07:00:00,2026-09-06T09:07:00,Low,Scheduled
TSK-00372,2026-09-06,OP-006,MC-003,SITE-D,Material Loading,Clear,Muddy,36.6,90.4,Low,2026-09-06T09:27:00,2026-09-06T10:30:00,Medium,Scheduled
TSK-00373,2026-09-06,OP-006,MC-006,SITE-D,Material Loading,Clear,Hard Soil,25.0,88.8,Medium,2026-09-06T10:40:00,2026-09-06T11:40:00,High,Scheduled
TSK-00374,2026-09-06,OP-007,MC-007,SITE-A,Demolition,Rain,Muddy,18.6,44.1,Medium,2026-09-06T19:00:00,2026-09-06T21:44:00,Medium,Scheduled
TSK-00375,2026-09-06,OP-008,MC-009,SITE-B,Trenching,Clear,Soft Soil,29.5,94.3,High,2026-09-06T07:00:00,2026-09-06T08:34:00,High,Scheduled
TSK-00376,2026-09-06,OP-008,MC-002,SITE-B,Grading,Clear,Muddy,23.4,92.9,High,2026-09-06T08:44:00,2026-09-06T10:10:00,Low,Scheduled
TSK-00377,2026-09-06,OP-008,MC-006,SITE-B,Excavation,Clear,Muddy,28.4,100.0,High,2026-09-06T10:25:00,2026-09-06T12:26:00,Low,Scheduled
TSK-00378,2026-09-06,OP-009,MC-008,SITE-C,Excavation,Clear,Soft Soil,24.5,66.9,Low,2026-09-06T19:00:00,2026-09-06T20:19:00,High,Scheduled
TSK-00379,2026-09-06,OP-010,MC-003,SITE-A,Excavation,Rain,Muddy,18.9,73.3,Medium,2026-09-06T07:00:00,2026-09-06T09:34:00,High,Scheduled
TSK-00380,2026-09-06,OP-010,MC-005,SITE-A,Material Loading,High Wind,Soft Soil,29.3,77.8,High,2026-09-06T09:49:00,2026-09-06T10:52:00,Medium,Scheduled
TSK-00381,2026-09-06,OP-010,MC-004,SITE-C,Demolition,Clear,Muddy,28.5,99.8,Medium,2026-09-06T11:12:00,2026-09-06T13:25:00,Low,Scheduled
TSK-00382,2026-09-06,OP-011,MC-004,SITE-D,Excavation,Clear,Muddy,21.5,85.4,Medium,2026-09-06T19:00:00,2026-09-06T21:00:00,Medium,Scheduled
TSK-00383,2026-09-06,OP-011,MC-001,SITE-C,Material Loading,Dust Storm,Soft Soil,25.9,22.1,Medium,2026-09-06T21:20:00,2026-09-06T22:10:00,High,Scheduled
TSK-00384,2026-09-06,OP-012,MC-008,SITE-B,Material Loading,Clear,Muddy,24.0,87.1,Low,2026-09-06T07:00:00,2026-09-06T08:02:00,High,Scheduled
TSK-00385,2026-09-06,OP-013,MC-005,SITE-B,Trenching,Clear,Muddy,23.9,68.3,High,2026-09-06T19:00:00,2026-09-06T20:55:00,Low,Scheduled
TSK-00386,2026-09-06,OP-014,MC-010,SITE-C,Grading,Rain,Muddy,20.5,74.9,Medium,2026-09-06T07:00:00,2026-09-06T09:04:00,Low,Scheduled
TSK-00387,2026-09-06,OP-015,MC-007,SITE-B,Excavation,Dust Storm,Hard Soil,32.1,19.2,Medium,2026-09-06T19:00:00,2026-09-06T21:09:00,Medium,Scheduled
TSK-00388,2026-09-07,OP-001,MC-001,SITE-A,Material Loading,Rain,Hard Soil,12.7,32.0,Medium,2026-09-07T19:00:00,2026-09-07T20:08:00,High,Scheduled
TSK-00389,2026-09-07,OP-001,MC-010,SITE-C,Excavation,Clear,Rocky,18.6,69.0,Low,2026-09-07T20:38:00,2026-09-07T22:35:00,Low,Scheduled
TSK-00390,2026-09-07,OP-001,MC-003,SITE-B,Material Loading,Rain,Hard Soil,14.1,55.7,Medium,2026-09-07T23:05:00,2026-09-08T00:12:00,High,Scheduled
TSK-00391,2026-09-07,OP-002,MC-001,SITE-D,Demolition,High Wind,Hard Soil,27.3,80.1,High,2026-09-07T07:00:00,2026-09-07T09:13:00,Medium,Scheduled
TSK-00392,2026-09-07,OP-003,MC-004,SITE-C,Material Loading,Clear,Muddy,18.3,74.4,Low,2026-09-07T19:00:00,2026-09-07T20:04:00,High,Scheduled
TSK-00393,2026-09-07,OP-003,MC-003,SITE-D,Demolition,Clear,Soft Soil,18.3,70.6,High,2026-09-07T20:19:00,2026-09-07T22:45:00,Medium,Scheduled
TSK-00394,2026-09-07,OP-004,MC-002,SITE-A,Material Loading,Clear,Rocky,24.0,93.6,High,2026-09-07T07:00:00,2026-09-07T08:11:00,Medium,Scheduled
TSK-00395,2026-09-07,OP-004,MC-004,SITE-C,Excavation,Clear,Hard Soil,29.4,90.3,Medium,2026-09-07T08:31:00,2026-09-07T10:15:00,High,Scheduled
TSK-00396,2026-09-07,OP-005,MC-002,SITE-B,Material Loading,Rain,Muddy,13.3,42.2,Low,2026-09-07T19:00:00,2026-09-07T20:04:00,High,Scheduled
TSK-00397,2026-09-07,OP-005,MC-001,SITE-B,Demolition,Clear,Hard Soil,22.2,70.7,Medium,2026-09-07T20:34:00,2026-09-07T22:38:00,High,Scheduled
TSK-00398,2026-09-07,OP-006,MC-002,SITE-B,Material Loading,Dust Storm,Hard Soil,20.7,52.4,Low,2026-09-07T07:00:00,2026-09-07T08:10:00,High,Scheduled
TSK-00399,2026-09-07,OP-006,MC-004,SITE-C,Material Loading,Rain,Hard Soil,17.7,43.6,Medium,2026-09-07T08:25:00,2026-09-07T09:24:00,Medium,Scheduled
TSK-00400,2026-09-07,OP-007,MC-001,SITE-C,Material Loading,Clear,Rocky,20.2,81.2,Low,2026-09-07T19:00:00,2026-09-07T20:00:00,Low,Scheduled
TSK-00401,2026-09-07,OP-008,MC-004,SITE-D,Trenching,Dust Storm,Soft Soil,34.4,45.4,Medium,2026-09-07T07:00:00,2026-09-07T09:16:00,Low,Scheduled
TSK-00402,2026-09-07,OP-009,MC-004,SITE-B,Trenching,High Wind,Rocky,17.8,49.1,High,2026-09-07T19:00:00,2026-09-07T22:00:00,Low,Scheduled
TSK-00403,2026-09-07,OP-010,MC-007,SITE-D,Material Loading,Clear,Hard Soil,13.8,92.1,Medium,2026-09-07T07:00:00,2026-09-07T07:56:00,Medium,Scheduled
TSK-00404,2026-09-07,OP-011,MC-001,SITE-B,Demolition,Rain,Hard Soil,15.8,32.9,High,2026-09-07T19:00:00,2026-09-07T21:29:00,Low,Scheduled
TSK-00405,2026-09-07,OP-011,MC-005,SITE-D,Trenching,Rain,Muddy,14.6,73.2,High,2026-09-07T21:59:00,2026-09-08T00:46:00,High,Scheduled
TSK-00406,2026-09-07,OP-012,MC-006,SITE-A,Excavation,Dust Storm,Hard Soil,36.4,41.8,High,2026-09-07T07:00:00,2026-09-07T08:44:00,Low,Scheduled
TSK-00407,2026-09-07,OP-012,MC-003,SITE-C,Trenching,Clear,Soft Soil,22.6,99.7,Low,2026-09-07T08:59:00,2026-09-07T10:23:00,Low,Scheduled
TSK-00408,2026-09-07,OP-013,MC-008,SITE-A,Trenching,Clear,Rocky,20.0,70.9,High,2026-09-07T19:00:00,2026-09-07T21:30:00,Low,Scheduled
TSK-00409,2026-09-07,OP-014,MC-009,SITE-D,Grading,Clear,Hard Soil,27.6,91.8,High,2026-09-07T07:00:00,2026-09-07T08:25:00,Low,Scheduled
TSK-00410,2026-09-07,OP-014,MC-008,SITE-B,Grading,Clear,Hard Soil,26.7,97.1,Medium,2026-09-07T08:55:00,2026-09-07T10:18:00,Low,Scheduled
TSK-00411,2026-09-07,OP-015,MC-003,SITE-A,Demolition,Clear,Rocky,20.1,66.8,High,2026-09-07T19:00:00,2026-09-07T21:12:00,Low,Scheduled
TSK-00412,2026-09-07,OP-015,MC-009,SITE-A,Trenching,Rain,Muddy,22.7,58.7,Medium,2026-09-07T21:22:00,2026-09-07T23:48:00,High,Scheduled
TSK-00413,2026-09-08,OP-001,MC-006,SITE-C,Demolition,Clear,Soft Soil,16.7,58.1,Low,2026-09-08T19:00:00,2026-09-08T21:23:00,High,Scheduled
TSK-00414,2026-09-08,OP-002,MC-001,SITE-C,Trenching,Clear,Soft Soil,22.3,95.1,Low,2026-09-08T07:00:00,2026-09-08T08:48:00,Medium,Scheduled
TSK-00415,2026-09-08,OP-003,MC-008,SITE-C,Grading,Rain,Rocky,17.3,50.9,Low,2026-09-08T19:00:00,2026-09-08T20:48:00,Medium,Scheduled
TSK-00416,2026-09-08,OP-004,MC-006,SITE-B,Excavation,Clear,Soft Soil,22.3,89.7,High,2026-09-08T07:00:00,2026-09-08T08:42:00,Low,Scheduled
TSK-00417,2026-09-08,OP-004,MC-005,SITE-A,Excavation,Rain,Soft Soil,25.6,87.0,High,2026-09-08T09:12:00,2026-09-08T10:50:00,Medium,Scheduled
TSK-00418,2026-09-08,OP-005,MC-001,SITE-C,Grading,Clear,Soft Soil,12.8,69.6,Medium,2026-09-08T19:00:00,2026-09-08T20:17:00,Medium,Scheduled
TSK-00419,2026-09-08,OP-005,MC-006,SITE-A,Excavation,Clear,Soft Soil,17.6,64.5,High,2026-09-08T20:37:00,2026-09-08T22:10:00,High,Scheduled
TSK-00420,2026-09-08,OP-006,MC-005,SITE-A,Grading,Clear,Rocky,32.5,97.4,Low,2026-09-08T07:00:00,2026-09-08T08:35:00,Medium,Scheduled
TSK-00421,2026-09-08,OP-006,MC-003,SITE-C,Trenching,Dust Storm,Muddy,37.4,19.4,Medium,2026-09-08T09:05:00,2026-09-08T12:10:00,Low,Scheduled
TSK-00422,2026-09-08,OP-007,MC-004,SITE-A,Excavation,High Wind,Hard Soil,12.0,46.4,Medium,2026-09-08T19:00:00,2026-09-08T20:51:00,Low,Scheduled
TSK-00423,2026-09-08,OP-008,MC-003,SITE-C,Trenching,Rain,Hard Soil,21.3,61.1,High,2026-09-08T07:00:00,2026-09-08T09:24:00,Medium,Scheduled
TSK-00424,2026-09-08,OP-008,MC-005,SITE-D,Material Loading,Clear,Rocky,30.5,99.5,Low,2026-09-08T09:34:00,2026-09-08T10:50:00,High,Scheduled
TSK-00425,2026-09-08,OP-008,MC-003,SITE-C,Trenching,Clear,Soft Soil,19.7,98.4,Medium,2026-09-08T11:05:00,2026-09-08T12:44:00,Medium,Scheduled
TSK-00426,2026-09-08,OP-009,MC-001,SITE-D,Excavation,Clear,Soft Soil,25.8,77.2,Medium,2026-09-08T19:00:00,2026-09-08T20:15:00,Medium,Scheduled
TSK-00427,2026-09-08,OP-009,MC-008,SITE-B,Material Loading,Clear,Muddy,22.9,72.3,Low,2026-09-08T20:30:00,2026-09-08T21:40:00,High,Scheduled
TSK-00428,2026-09-08,OP-010,MC-009,SITE-D,Trenching,Dust Storm,Soft Soil,13.9,45.2,Medium,2026-09-08T07:00:00,2026-09-08T09:03:00,Low,Scheduled
TSK-00429,2026-09-08,OP-010,MC-002,SITE-D,Trenching,Clear,Soft Soil,30.9,80.6,High,2026-09-08T09:33:00,2026-09-08T11:13:00,Low,Scheduled
TSK-00430,2026-09-08,OP-010,MC-002,SITE-D,Excavation,Clear,Soft Soil,29.1,100.0,High,2026-09-08T11:23:00,2026-09-08T13:04:00,High,Scheduled
TSK-00431,2026-09-08,OP-011,MC-006,SITE-D,Excavation,High Wind,Rocky,26.4,28.6,High,2026-09-08T19:00:00,2026-09-08T21:00:00,High,Scheduled
TSK-00432,2026-09-08,OP-012,MC-008,SITE-C,Excavation,Rain,Soft Soil,15.5,79.5,Medium,2026-09-08T07:00:00,2026-09-08T08:32:00,Low,Scheduled
TSK-00433,2026-09-08,OP-012,MC-007,SITE-C,Demolition,Clear,Rocky,30.7,94.2,Low,2026-09-08T08:47:00,2026-09-08T11:55:00,Low,Scheduled
TSK-00434,2026-09-08,OP-012,MC-008,SITE-B,Excavation,Clear,Muddy,33.2,100.0,Low,2026-09-08T12:05:00,2026-09-08T13:51:00,Low,Scheduled
TSK-00435,2026-09-08,OP-013,MC-009,SITE-D,Material Loading,Clear,Hard Soil,28.4,68.0,Low,2026-09-08T19:00:00,2026-09-08T19:54:00,High,Scheduled
TSK-00436,2026-09-08,OP-014,MC-002,SITE-D,Trenching,Clear,Hard Soil,21.6,100.0,Low,2026-09-08T07:00:00,2026-09-08T09:02:00,High,Scheduled
TSK-00437,2026-09-08,OP-015,MC-005,SITE-D,Demolition,High Wind,Hard Soil,16.5,68.8,Low,2026-09-08T19:00:00,2026-09-08T21:25:00,High,Scheduled
TSK-00438,2026-09-08,OP-015,MC-006,SITE-C,Trenching,Clear,Muddy,23.7,64.5,High,2026-09-08T21:40:00,2026-09-09T00:15:00,Medium,Scheduled
TSK-00439,2026-09-08,OP-015,MC-008,SITE-D,Trenching,Dust Storm,Hard Soil,21.7,11.7,Medium,2026-09-09T00:30:00,2026-09-09T03:00:00,Medium,Scheduled
TSK-00440,2026-09-09,OP-001,MC-007,SITE-B,Material Loading,Clear,Rocky,15.5,74.1,High,2026-09-09T19:00:00,2026-09-09T20:08:00,Low,Scheduled
TSK-00441,2026-09-09,OP-002,MC-007,SITE-A,Demolition,Rain,Muddy,22.7,71.1,High,2026-09-09T07:00:00,2026-09-09T09:53:00,High,Scheduled
TSK-00442,2026-09-09,OP-002,MC-004,SITE-C,Excavation,Dust Storm,Muddy,26.9,30.8,Low,2026-09-09T10:23:00,2026-09-09T12:17:00,Medium,Scheduled
TSK-00443,2026-09-09,OP-003,MC-005,SITE-A,Material Loading,Rain,Hard Soil,17.1,47.8,High,2026-09-09T19:00:00,2026-09-09T19:55:00,Low,Scheduled
TSK-00444,2026-09-09,OP-004,MC-009,SITE-C,Material Loading,Clear,Soft Soil,28.7,82.5,Medium,2026-09-09T07:00:00,2026-09-09T07:53:00,High,Scheduled
TSK-00445,2026-09-09,OP-005,MC-008,SITE-D,Excavation,Clear,Rocky,33.3,67.8,High,2026-09-09T19:00:00,2026-09-09T20:54:00,High,Scheduled
TSK-00446,2026-09-09,OP-006,MC-006,SITE-A,Grading,Clear,Rocky,15.3,96.1,High,2026-09-09T07:00:00,2026-09-09T08:44:00,Low,Scheduled
TSK-00447,2026-09-09,OP-006,MC-006,SITE-C,Grading,Rain,Hard Soil,19.3,60.2,Low,2026-09-09T09:14:00,2026-09-09T10:44:00,High,Scheduled
TSK-00448,2026-09-09,OP-007,MC-008,SITE-B,Trenching,High Wind,Soft Soil,16.9,60.4,Low,2026-09-09T19:00:00,2026-09-09T21:09:00,High,Scheduled
TSK-00449,2026-09-09,OP-008,MC-008,SITE-A,Excavation,Clear,Hard Soil,15.8,82.9,Medium,2026-09-09T07:00:00,2026-09-09T08:26:00,High,Scheduled
TSK-00450,2026-09-09,OP-008,MC-002,SITE-A,Trenching,Rain,Rocky,21.9,70.2,High,2026-09-09T08:46:00,2026-09-09T11:20:00,Low,Scheduled
TSK-00451,2026-09-09,OP-009,MC-004,SITE-B,Demolition,High Wind,Soft Soil,22.7,55.3,Low,2026-09-09T19:00:00,2026-09-09T21:16:00,Low,Scheduled
TSK-00452,2026-09-09,OP-009,MC-002,SITE-C,Grading,Clear,Rocky,17.1,69.8,High,2026-09-09T21:46:00,2026-09-09T23:36:00,High,Scheduled
TSK-00453,2026-09-09,OP-010,MC-006,SITE-A,Grading,Rain,Muddy,19.9,61.1,High,2026-09-09T07:00:00,2026-09-09T08:30:00,Low,Scheduled
TSK-00454,2026-09-09,OP-011,MC-003,SITE-D,Trenching,High Wind,Soft Soil,19.8,56.3,Low,2026-09-09T19:00:00,2026-09-09T20:46:00,Medium,Scheduled
