task_id,date,operator_id,machine_id,site_id,task_type,environmental_condition,terrain_type,priority,status,scheduled_duration_min,actual_duration_min,overrun_min,idle_pct,seatbelt_compliance_pct,proximity_alert_count,unsafe_event_count,avg_speed_kmph,max_speed_kmph,avg_engine_temp_c,avg_vibration
TSK-00259,2026-09-02,OP-012,MC-003,SITE-A,Excavation,Clear,Rocky,Low,Scheduled,124.0,97.0,-27.0,4.1,100.0,2,0,7.620408163265306,14.8,83.99489795918367,3.0085714285714285
TSK-00260,2026-09-02,OP-013,MC-001,SITE-B,Material Loading,High Wind,Rocky,Low,Scheduled,101.0,101.0,0.0,2.9,100.0,2,1,7.6911764705882355,15.8,84.92941176470588,2.842549019607843
TSK-00261,2026-09-02,OP-014,MC-010,SITE-C,Grading,Rain,Soft Soil,High,Scheduled,70.0,84.0,14.0,5.9,100.0,0,0,6.734117647058823,12.4,84.63058823529413,3.056352941176471
TSK-00262,2026-09-02,OP-014,MC-001,SITE-B,Grading,Rain,Rocky,High,Scheduled,128.0,90.0,-38.0,2.2,100.0,1,0,7.934065934065934,16.6,85.93516483516484,3.0063736263736263
TSK-00263,2026-09-02,OP-015,MC-007,SITE-A,Excavation,High Wind,Rocky,High,Scheduled,110.0,128.0,18.0,5.4,100.0,0,0,7.572868217054263,16.7,84.39147286821705,3.175968992248062
TSK-00264,2026-09-03,OP-001,MC-008,SITE-A,Trenching,Dust Storm,Rocky,High,Scheduled,136.0,142.0,6.0,7.7,100.0,0,0,7.485314685314686,15.3,85.26293706293707,2.979230769230769
TSK-00265,2026-09-03,OP-002,MC-001,SITE-B,Trenching,Clear,Soft Soil,High,Scheduled,118.0,141.0,23.0,19.7,100.0,0,0,6.6070422535211275,16.3,85.7056338028169,3.0135211267605633
TSK-00266,2026-09-03,OP-002,MC-008,SITE-B,Trenching,Clear,Muddy,Low,Scheduled,111.0,154.0,43.0,25.8,100.0,0,0,6.42,15.7,85.66193548387098,3.249290322580645
TSK-00267,2026-09-03,OP-003,MC-003,SITE-C,Material Loading,Rain,Rocky,Medium,Scheduled,78.0,80.0,2.0,7.4,100.0,0,0,7.285185185185186,14.7,85.4037037037037,3.185679012345679
TSK-00268,2026-09-03,OP-003,MC-001,SITE-C,Demolition,Clear,Rocky,Low,Scheduled,124.0,91.0,-33.0,2.2,100.0,0,0,7.843478260869565,15.5,83.49130434782609,3.0485869565217394
TSK-00269,2026-09-03,OP-004,MC-009,SITE-C,Trenching,Clear,Soft Soil,Low,Scheduled,72.0,61.0,-11.0,3.2,0.0,3,1,8.332258064516129,15.8,84.69193548387096,2.8777419354838707
TSK-00270,2026-09-03,OP-004,MC-003,SITE-D,Demolition,Clear,Hard Soil,Medium,Scheduled,113.0,86.0,-27.0,4.6,0.0,0,1,7.195402298850575,15.0,85.05402298850575,3.15183908045977
TSK-00271,2026-09-03,OP-004,MC-008,SITE-B,Grading,Clear,Muddy,Medium,Scheduled,73.0,61.0,-12.0,3.2,100.0,0,0,8.350000000000001,14.4,85.90967741935484,2.9679032258064515
TSK-00272,2026-09-03,OP-005,MC-006,SITE-A,Excavation,High Wind,Muddy,Low,Scheduled,72.0,65.0,-7.0,4.5,100.0,0,0,8.427272727272728,15.1,86.14848484848486,3.053030303030303
TSK-00273,2026-09-03,OP-005,MC-002,SITE-C,Excavation,Clear,Muddy,High,Scheduled,84.0,94.0,10.0,4.2,100.0,0,0,7.908421052631579,18.6,84.33684210526316,3.005578947368421
TSK-00274,2026-09-03,OP-006,MC-003,SITE-A,Excavation,Clear,Rocky,High,Scheduled,94.0,96.0,2.0,3.1,100.0,0,0,7.687628865979382,16.0,84.07731958762886,3.050618556701031
TSK-00275,2026-09-03,OP-006,MC-009,SITE-D,Material Loading,Clear,Soft Soil,High,Scheduled,36.0,30.0,-6.0,6.5,100.0,1,0,7.516129032258065,14.1,82.47741935483872,2.705806451612903
TSK-00276,2026-09-03,OP-006,MC-008,SITE-C,Demolition,Clear,Muddy,High,Scheduled,96.0,100.0,4.0,3.0,100.0,0,0,7.564356435643564,14.7,84.41485148514852,3.1366336633663368
TSK-00277,2026-09-03,OP-007,MC-005,SITE-A,Grading,High Wind,Muddy,Medium,Scheduled,78.0,94.0,16.0,25.3,100.0,0,0,5.997894736842105,12.9,85.57052631578946,3.002421052631579
TSK-00278,2026-09-03,OP-007,MC-007,SITE-C,Grading,Clear,Muddy,High,Scheduled,116.0,119.0,3.0,25.0,100.0,0,0,5.739999999999999,13.6,85.29166666666667,3.1235833333333334
TSK-00279,2026-09-03,OP-007,MC-004,SITE-A,Excavation,Clear,Rocky,Medium,Scheduled,69.0,93.0,24.0,19.1,100.0,3,3,7.6553191489361705,24.0,84.52127659574468,3.083297872340425
TSK-00280,2026-09-03,OP-008,MC-005,SITE-B,Material Loading,High Wind,Rocky,Low,Scheduled,30.0,35.0,5.0,2.8,100.0,0,0,7.280555555555556,16.5,81.28333333333333,2.6658333333333335
TSK-00281,2026-09-03,OP-008,MC-001,SITE-C,Demolition,Clear,Muddy,High,Scheduled,116.0,105.0,-11.0,3.8,100.0,0,0,8.137735849056604,15.2,85.35000000000001,3.2104716981132078
TSK-00282,2026-09-03,OP-008,MC-003,SITE-D,Excavation,Clear,Soft Soil,Medium,Scheduled,113.0,113.0,0.0,3.5,100.0,0,0,7.0587719298245615,15.4,85.51052631578948,3.051842105263158
TSK-00283,2026-09-03,OP-009,MC-009,SITE-D,Material Loading,High Wind,Hard Soil,High,Scheduled,52.0,58.0,6.0,5.1,0.0,1,1,8.25593220338983,15.6,83.92711864406779,3.136440677966102
TSK-00284,2026-09-03,OP-009,MC-006,SITE-D,Grading,Clear,Muddy,Low,Scheduled,96.0,135.0,39.0,8.1,100.0,1,1,7.677941176470589,15.4,84.9735294117647,2.9766176470588235
TSK-00285,2026-09-03,OP-010,MC-007,SITE-A,Grading,Clear,Rocky,Medium,Scheduled,124.0,155.0,31.0,4.5,100.0,0,0,7.755128205128205,13.6,85.18974358974359,2.905128205128205
TSK-00286,2026-09-03,OP-011,MC-003,SITE-B,Trenching,Clear,Muddy,High,Scheduled,102.0,114.0,12.0,24.3,100.0,0,0,6.594782608695652,15.2,84.69739130434783,2.956
TSK-00287,2026-09-03,OP-012,MC-001,SITE-B,Demolition,Clear,Muddy,High,Scheduled,63.0,61.0,-2.0,3.2,100.0,0,0,7.85,16.8,85.05000000000001,3.0074193548387096
TSK-00288,2026-09-03,OP-013,MC-005,SITE-B,Trenching,High Wind,Rocky,High,Scheduled,30.0,25.0,-5.0,3.8,100.0,1,0,7.342307692307693,12.9,86.36153846153846,2.5503846153846155
TSK-00289,2026-09-03,OP-013,MC-001,SITE-C,Demolition,Clear,Hard Soil,Medium,Scheduled,88.0,94.0,6.0,5.3,100.0,0,0,7.717894736842106,15.9,85.47263157894737,2.8518947368421053
TSK-00290,2026-09-03,OP-013,MC-009,SITE-B,Material Loading,Rain,Hard Soil,High,Scheduled,99.0,84.0,-15.0,4.7,100.0,1,0,7.712941176470588,13.7,85.20235294117647,3.1415294117647057
TSK-00291,2026-09-03,OP-014,MC-005,SITE-D,Material Loading,Clear,Rocky,Medium,Scheduled,89.0,105.0,16.0,7.5,100.0,0,0,7.5,19.4,85.76792452830189,2.7471698113207546
TSK-00292,2026-09-03,OP-014,MC-008,SITE-D,Trenching,Dust Storm,Hard Soil,Medium,Scheduled,93.0,81.0,-12.0,3.7,100.0,0,0,6.986585365853658,13.9,84.48902439024391,2.951219512195122
TSK-00293,2026-09-03,OP-014,MC-006,SITE-C,Excavation,Clear,Muddy,High,Scheduled,46.0,56.0,10.0,14.0,100.0,2,0,8.394736842105264,16.0,83.86842105263158,3.2124561403508776
TSK-00294,2026-09-03,OP-015,MC-001,SITE-B,Grading,Dust Storm,Rocky,High,Scheduled,79.0,73.0,-6.0,4.1,100.0,1,0,7.47972972972973,14.5,84.6391891891892,2.775
TSK-00295,2026-09-03,OP-015,MC-001,SITE-B,Excavation,Rain,Hard Soil,Low,Scheduled,77.0,82.0,5.0,8.4,100.0,1,0,7.597590361445784,15.2,84.89518072289157,3.100722891566265
TSK-00296,2026-09-04,OP-001,MC-007,SITE-B,Excavation,Clear,Rocky,High,Scheduled,89.0,92.0,3.0,5.4,100.0,1,0,7.903225806451613,14.7,84.5978494623656,3.037741935483871
TSK-00297,2026-09-04,OP-002,MC-001,SITE-B,Excavation,High Wind,Hard Soil,Medium,Scheduled,99.0,141.0,42.0,25.4,100.0,0,0,5.992957746478873,16.0,84.5,2.935774647887324
TSK-00298,2026-09-04,OP-002,MC-009,SITE-D,Grading,Rain,Rocky,Medium,Scheduled,95.0,95.0,0.0,27.1,100.0,1,1,5.901041666666667,15.6,85.71770833333333,3.1053125
TSK-00299,2026-09-04,OP-002,MC-007,SITE-A,Excavation,Rain,Hard Soil,High,Scheduled,79.0,86.0,7.0,18.4,100.0,0,0,6.8,15.6,84.683908045977,2.7203448275862065
TSK-00300,2026-09-04,OP-003,MC-001,SITE-D,Grading,High Wind,Soft Soil,Medium,Scheduled,76.0,74.0,-2.0,9.3,100.0,0,0,7.54,18.7,85.09866666666666,2.9134666666666664
TSK-00301,2026-09-04,OP-004,MC-008,SITE-C,Excavation,Clear,Soft Soil,Medium,Scheduled,80.0,89.0,9.0,5.6,100.0,1,1,6.86888888888889,16.4,84.85,2.9828888888888887
TSK-00302,2026-09-04,OP-004,MC-008,SITE-D,Demolition,Clear,Hard Soil,High,Scheduled,91.0,92.0,1.0,7.5,100.0,0,0,7.852688172043011,19.3,85.2279569892473,3.0333333333333337
TSK-00303,2026-09-04,OP-004,MC-007,SITE-C,Grading,Dust Storm,Rocky,Low,Scheduled,94.0,75.0,-19.0,1.3,100.0,0,0,7.593421052631579,15.0,86.1828947368421,2.9265789473684207
TSK-00304,2026-09-04,OP-005,MC-005,SITE-B,Excavation,Rain,Rocky,High,Scheduled,59.0,55.0,-4.0,0.0,100.0,0,0,7.998214285714285,14.1,85.34642857142856,3.0035714285714286
TSK-00305,2026-09-04,OP-005,MC-007,SITE-B,Demolition,Dust Storm,Muddy,Medium,Scheduled,69.0,66.0,-3.0,4.5,100.0,2,0,6.847761194029851,13.5,84.72985074626865,2.9320895522388057
TSK-00306,2026-09-04,OP-005,MC-007,SITE-A,Trenching,Rain,Hard Soil,Low,Scheduled,43.0,35.0,-8.0,5.6,100.0,0,0,7.719444444444444,12.9,84.93333333333334,3.004722222222222
TSK-00307,2026-09-04,OP-006,MC-001,SITE-B,Excavation,Clear,Hard Soil,Medium,Scheduled,47.0,39.0,-8.0,2.5,100.0,2,0,7.955,14.6,85.5325,3.4252499999999997
TSK-00308,2026-09-04,OP-006,MC-010,SITE-C,Material Loading,Clear,Soft Soil,Medium,Scheduled,106.0,106.0,0.0,3.7,100.0,1,0,7.817757009345795,16.8,84.56542056074767,2.9577570093457948
TSK-00309,2026-09-04,OP-006,MC-002,SITE-B,Excavation,Rain,Muddy,Medium,Scheduled,116.0,110.0,-6.0,6.3,100.0,3,0,7.745945945945945,15.6,85.13063063063063,3.0706306306306304
TSK-00310,2026-09-04,OP-007,MC-010,SITE-C,Excavation,Rain,Rocky,Medium,Scheduled,92.0,114.0,22.0,19.1,100.0,2,2,6.610434782608696,20.8,86.50608695652174,2.783391304347826
TSK-00311,2026-09-04,OP-008,MC-010,SITE-B,Trenching,Clear,Rocky,Medium,Scheduled,72.0,81.0,9.0,4.9,100.0,1,0,7.386585365853659,16.8,85.80121951219512,3.067073170731707
TSK-00312,2026-09-04,OP-009,MC-008,SITE-B,Demolition,Dust Storm,Soft Soil,High,Scheduled,106.0,129.0,23.0,3.1,0.0,0,1,7.9253846153846155,15.3,85.09,3.1186153846153846
TSK-00313,2026-09-04,OP-009,MC-007,SITE-C,Excavation,High Wind,Soft Soil,Low,Scheduled,157.0,157.0,0.0,3.8,100.0,0,0,7.658227848101266,15.1,84.71835443037975,2.904240506329114
TSK-00314,2026-09-04,OP-009,MC-002,SITE-B,Grading,Clear,Muddy,Low,Scheduled,56.0,48.0,-8.0,4.1,100.0,1,0,7.6020408163265305,15.6,83.80816326530613,3.076734693877551
TSK-00315,2026-09-04,OP-010,MC-009,SITE-A,Demolition,Clear,Soft Soil,Medium,Scheduled,86.0,65.0,-21.0,1.5,100.0,0,0,8.157575757575756,14.8,85.23333333333333,2.9116666666666666
TSK-00316,2026-09-04,OP-011,MC-001,SITE-D,Demolition,Clear,Muddy,High,Scheduled,155.0,175.0,20.0,23.9,100.0,0,0,6.288636363636363,16.3,85.34886363636363,2.992840909090909
TSK-00317,2026-09-04,OP-012,MC-005,SITE-D,Material Loading,Dust Storm,Hard Soil,High,Scheduled,84.0,82.0,-2.0,7.2,100.0,2,1,7.371084337349397,14.1,85.86385542168675,2.8504819277108435
TSK-00318,2026-09-04,OP-012,MC-009,SITE-A,Trenching,Clear,Soft Soil,High,Scheduled,84.0,85.0,1.0,1.2,100.0,1,0,7.601162790697675,13.6,85.2,3.048604651162791
TSK-00319,2026-09-04,OP-013,MC-004,SITE-D,Excavation,Clear,Hard Soil,Low,Scheduled,99.0,77.0,-22.0,6.4,100.0,0,0,6.811538461538461,15.0,84.83461538461539,2.877179487179487
TSK-00320,2026-09-04,OP-014,MC-003,SITE-D,Trenching,Dust Storm,Muddy,Medium,Scheduled,98.0,77.0,-21.0,5.1,100.0,0,0,7.301282051282051,14.9,85.7448717948718,3.2453846153846153
TSK-00321,2026-09-04,OP-014,MC-006,SITE-B,Material Loading,Clear,Muddy,High,Scheduled,98.0,120.0,22.0,2.5,100.0,0,0,7.8999999999999995,16.0,85.5892561983471,2.8095867768595038
TSK-00322,2026-09-04,OP-014,MC-002,SITE-B,Excavation,Rain,Rocky,Medium,Scheduled,95.0,93.0,-2.0,2.1,100.0,1,0,7.921276595744681,17.7,84.94255319148937,2.8827659574468085
TSK-00323,2026-09-04,OP-015,MC-004,SITE-B,Grading,Clear,Hard Soil,Medium,Scheduled,119.0,106.0,-13.0,7.5,100.0,2,0,7.676635514018692,15.3,85.08411214953271,2.960841121495327
TSK-00324,2026-09-04,OP-015,MC-002,SITE-A,Excavation,Dust Storm,Muddy,High,Scheduled,110.0,96.0,-14.0,2.1,100.0,2,0,8.272164948453607,16.5,85.70721649484537,3.2350515463917526
TSK-00325,2026-09-04,OP-015,MC-008,SITE-B,Grading,Clear,Soft Soil,Medium,Scheduled,102.0,98.0,-4.0,5.1,100.0,2,0,7.541414141414141,15.8,84.50707070707071,2.9633333333333334
TSK-00326,2026-09-05,OP-001,MC-008,SITE-A,Trenching,Clear,Hard Soil,Low,Scheduled,39.0,33.0,-6.0,5.9,100.0,1,0,8.120588235294118,14.9,83.17058823529412,2.8838235294117647
TSK-00327,2026-09-05,OP-002,MC-003,SITE-B,Demolition,Clear,Rocky,Low,Scheduled,63.0,73.0,10.0,27.0,100.0,0,0,5.891891891891892,16.7,86.08783783783784,3.0575675675675673
TSK-00328,2026-09-05,OP-003,MC-005,SITE-B,Trenching,Clear,Soft Soil,High,Scheduled,129.0,130.0,1.0,3.1,100.0,1,0,7.5473282442748095,14.5,85.02748091603054,3.2741984732824427
TSK-00329,2026-09-05,OP-003,MC-004,SITE-D,Demolition,Clear,Rocky,High,Scheduled,112.0,66.0,-46.0,10.4,100.0,2,0,7.110447761194029,12.8,82.83134328358209,2.9840298507462686
TSK-00330,2026-09-05,OP-004,MC-010,SITE-D,Trenching,Clear,Muddy,Low,Scheduled,84.0,54.0,-30.0,5.5,0.0,1,1,8.44909090909091,15.8,86.03999999999999,3.3196363636363637
TSK-00331,2026-09-05,OP-004,MC-007,SITE-B,Grading,Clear,Hard Soil,Medium,Scheduled,45.0,37.0,-8.0,5.3,100.0,0,0,7.718421052631579,14.8,86.33421052631579,3.1126315789473686
TSK-00332,2026-09-05,OP-004,MC-001,SITE-D,Trenching,Clear,Hard Soil,Medium,Scheduled,98.0,74.0,-24.0,4.0,0.0,3,1,7.342666666666667,14.6,83.82133333333334,2.7442666666666664
TSK-00333,2026-09-05,OP-005,MC-004,SITE-B,Material Loading,Rain,Muddy,Medium,Scheduled,97.0,94.0,-3.0,7.4,100.0,0,0,7.373684210526315,12.8,85.07578947368421,2.894526315789474
TSK-00334,2026-09-05,OP-006,MC-006,SITE-A,Material Loading,Clear,Soft Soil,Low,Scheduled,96.0,114.0,18.0,3.5,100.0,1,0,7.622608695652174,15.3,84.89217391304348,2.938521739130435
TSK-00335,2026-09-05,OP-007,MC-005,SITE-D,Grading,Dust Storm,Rocky,Medium,Scheduled,30.0,37.0,7.0,13.2,0.0,0,1,6.25,12.8,86.1236842105263,3.2242105263157894
TSK-00336,2026-09-05,OP-008,MC-009,SITE-B,Excavation,Rain,Muddy,Low,Scheduled,90.0,105.0,15.0,2.8,100.0,0,0,7.607547169811321,13.8,84.37358490566038,3.1735849056603773
TSK-00337,2026-09-05,OP-009,MC-005,SITE-B,Demolition,Clear,Rocky,Medium,Scheduled,102.0,81.0,-21.0,2.4,0.0,0,1,7.804878048780488,16.6,86.14878048780487,2.937682926829268
TSK-00338,2026-09-05,OP-010,MC-006,SITE-C,Material Loading,Clear,Muddy,Medium,Scheduled,97.0,94.0,-3.0,7.4,100.0,1,0,7.489473684210527,14.5,85.10526315789474,3.008
TSK-00339,2026-09-05,OP-010,MC-006,SITE-D,Material Loading,High Wind,Rocky,Medium,Scheduled,117.0,119.0,2.0,6.7,100.0,0,0,7.600833333333333,15.3,85.5775,2.9118333333333335
TSK-00340,2026-09-05,OP-010,MC-003,SITE-A,Demolition,Dust Storm,Hard Soil,Low,Scheduled,109.0,93.0,-16.0,3.2,100.0,0,0,7.525531914893617,13.7,85.17553191489361,2.8662765957446807
TSK-00341,2026-09-05,OP-011,MC-004,SITE-C,Grading,Clear,Hard Soil,Medium,Scheduled,105.0,129.0,24.0,22.3,100.0,1,1,6.532307692307692,18.2,83.55999999999999,3.113846153846154
TSK-00342,2026-09-05,OP-011,MC-002,SITE-D,Demolition,Rain,Rocky,Medium,Scheduled,99.0,127.0,28.0,23.4,100.0,3,1,6.4703125,24.6,84.85703125,3.08375
TSK-00343,2026-09-05,OP-012,MC-006,SITE-D,Grading,Rain,Rocky,Low,Scheduled,79.0,70.0,-9.0,8.5,100.0,0,0,7.267605633802817,13.4,84.81267605633802,2.8830985915492957
TSK-00344,2026-09-05,OP-012,MC-002,SITE-D,Grading,High Wind,Soft Soil,High,Scheduled,44.0,41.0,-3.0,4.8,100.0,1,0,7.059523809523809,14.0,84.97857142857143,3.0180952380952384
TSK-00345,2026-09-05,OP-012,MC-008,SITE-A,Excavation,Rain,Muddy,Low,Scheduled,97.0,102.0,5.0,7.8,100.0,0,0,7.306796116504855,14.3,83.63980582524272,2.8425242718446606
TSK-00346,2026-09-05,OP-013,MC-003,SITE-B,Excavation,Clear,Muddy,Medium,Scheduled,90.0,107.0,17.0,4.6,100.0,0,0,7.782407407407407,14.8,85.75462962962963,3.0794444444444444
TSK-00347,2026-09-05,OP-014,MC-005,SITE-D,Excavation,Clear,Muddy,Low,Scheduled,109.0,110.0,1.0,6.3,100.0,0,0,7.490990990990991,17.1,85.84504504504504,2.998738738738739
TSK-00348,2026-09-05,OP-015,MC-004,SITE-C,Excavation,Clear,Muddy,Low,Scheduled,125.0,131.0,6.0,8.3,100.0,1,0,7.003787878787879,16.5,84.62575757575758,3.2380303030303033
TSK-00349,2026-09-06,OP-001,MC-002,SITE-B,Grading,Clear,Rocky,Medium,Scheduled,79.0,73.0,-6.0,5.4,100.0,2,1,7.468918918918919,15.5,85.02972972972972,3.057837837837838
TSK-00350,2026-09-06,OP-002,MC-002,SITE-A,Material Loading,High Wind,Muddy,High,Scheduled,116.0,174.0,58.0,24.0,100.0,0,0,6.418857142857143,16.5,84.88514285714285,2.858057142857143
TSK-00351,2026-09-06,OP-002,MC-007,SITE-B,Material Loading,Rain,Soft Soil,High,Scheduled,113.0,144.0,31.0,22.1,100.0,1,1,6.241379310344827,17.3,85.43034482758621,3.1580689655172414
TSK-00352,2026-09-06,OP-003,MC-004,SITE-D,Trenching,Clear,Muddy,Low,Scheduled,73.0,79.0,6.0,6.2,100.0,0,0,7.54125,15.5,85.6275,3.18
TSK-00353,2026-09-06,OP-004,MC-002,SITE-A,Trenching,Dust Storm,Rocky,High,Scheduled,115.0,111.0,-4.0,3.6,100.0,0,0,7.751785714285715,15.1,83.81428571428572,2.858214285714286
TSK-00354,2026-09-06,OP-005,MC-009,SITE-B,Grading,High Wind,Muddy,Medium,Scheduled,83.0,67.0,-16.0,1.5,100.0,0,0,7.873529411764705,16.1,84.53823529411765,3.064117647058824
TSK-00355,2026-09-06,OP-006,MC-001,SITE-C,Demolition,Clear,Soft Soil,Low,Scheduled,63.0,87.0,24.0,5.7,100.0,0,0,8.031818181818181,15.9,85.67727272727274,2.937840909090909
TSK-00356,2026-09-06,OP-007,MC-005,SITE-B,Demolition,Clear,Muddy,Low,Scheduled,85.0,107.0,22.0,23.1,100.0,0,0,6.15,13.9,84.52314814814815,2.908796296296296
TSK-00357,2026-09-06,OP-007,MC-001,SITE-B,Demolition,Clear,Muddy,High,Scheduled,41.0,41.0,0.0,21.4,100.0,2,2,7.4,21.6,86.02857142857142,3.1035714285714286
TSK-00358,2026-09-06,OP-008,MC-002,SITE-B,Excavation,Clear,Rocky,Low,Scheduled,109.0,93.0,-16.0,3.2,100.0,2,0,8.068085106382979,14.7,84.5095744680851,2.9824468085106384
TSK-00359,2026-09-06,OP-008,MC-006,SITE-D,Grading,Dust Storm,Rocky,High,Scheduled,52.0,35.0,-17.0,2.8,100.0,1,0,7.8500000000000005,15.1,88.00277777777778,2.8675
TSK-00360,2026-09-06,OP-009,MC-010,SITE-A,Material Loading,Rain,Muddy,Medium,Scheduled,102.0,83.0,-19.0,6.0,100.0,2,0,7.716666666666667,14.5,84.45357142857144,2.872976190476191
TSK-00361,2026-09-06,OP-009,MC-010,SITE-C,Demolition,High Wind,Muddy,Low,Scheduled,156.0,173.0,17.0,7.5,0.0,0,1,7.13448275862069,15.7,84.39195402298851,2.8770689655172417
TSK-00362,2026-09-06,OP-009,MC-003,SITE-A,Demolition,Clear,Hard Soil,High,Scheduled,71.0,52.0,-19.0,3.8,0.0,0,1,7.6169811320754715,15.6,85.20377358490566,3.0324528301886793
TSK-00363,2026-09-06,OP-010,MC-003,SITE-C,Grading,Clear,Hard Soil,High,Scheduled,90.0,77.0,-13.0,9.0,100.0,3,0,6.71025641025641,13.6,85.47051282051282,3.062179487179487
TSK-00364,2026-09-06,OP-011,MC-005,SITE-C,Excavation,Clear,Rocky,Medium,Scheduled,115.0,137.0,22.0,25.4,100.0,0,0,6.08840579710145,17.7,84.63623188405796,3.014927536231884
TSK-00365,2026-09-06,OP-011,MC-005,SITE-C,Excavation,Clear,Hard Soil,Medium,Scheduled,94.0,136.0,42.0,24.1,100.0,3,2,6.84963503649635,21.4,84.46204379562043,3.037883211678832
TSK-00366,2026-09-06,OP-011,MC-005,SITE-D,Excavation,Clear,Rocky,High,Scheduled,118.0,121.0,3.0,29.5,100.0,2,1,5.866393442622951,17.1,84.93606557377049,2.8590983606557376
TSK-00367,2026-09-06,OP-012,MC-005,SITE-D,Excavation,Clear,Muddy,Low,Scheduled,127.0,142.0,15.0,6.3,100.0,0,0,7.340559440559441,16.3,85.3972027972028,2.7816783216783216
TSK-00368,2026-09-06,OP-013,MC-006,SITE-D,Grading,Clear,Rocky,Medium,Scheduled,102.0,82.0,-20.0,3.6,100.0,0,0,7.50843373493976,13.6,83.3012048192771,2.8996385542168674
TSK-00369,2026-09-06,OP-014,MC-005,SITE-A,Grading,Clear,Muddy,Medium,Scheduled,86.0,98.0,12.0,3.0,100.0,1,0,7.757575757575758,15.0,84.20707070707071,3.0985858585858583
TSK-00370,2026-09-06,OP-014,MC-001,SITE-A,Material Loading,Clear,Hard Soil,High,Scheduled,108.0,117.0,9.0,5.1,100.0,1,0,8.058474576271186,17.2,84.80508474576271,3.049576271186441
TSK-00371,2026-09-06,OP-014,MC-002,SITE-B,Trenching,Clear,Rocky,Low,Scheduled,55.0,57.0,2.0,1.7,100.0,2,0,7.427586206896552,13.8,85.07413793103449,3.1598275862068967
TSK-00372,2026-09-06,OP-015,MC-001,SITE-D,Material Loading,Clear,Muddy,High,Scheduled,94.0,98.0,4.0,4.0,100.0,2,1,7.636363636363637,16.6,84.86060606060607,2.845757575757576
TSK-00373,2026-09-06,OP-015,MC-002,SITE-C,Material Loading,Rain,Hard Soil,Medium,Scheduled,79.0,76.0,-3.0,10.4,100.0,2,0,7.409090909090909,16.5,83.07142857142857,2.8396103896103897
TSK-00374,2026-09-06,OP-015,MC-007,SITE-B,Trenching,High Wind,Rocky,High,Scheduled,57.0,53.0,-4.0,3.7,100.0,1,0,7.67962962962963,16.5,85.04074074074073,3.2661111111111114
TSK-00375,2026-09-07,OP-001,MC-003,SITE-C,Trenching,Clear,Muddy,Medium,Scheduled,113.0,129.0,16.0,3.8,100.0,0,0,8.268461538461539,17.2,83.85923076923078,2.9899999999999998
TSK-00376,2026-09-07,OP-001,MC-005,SITE-B,Demolition,High Wind,Hard Soil,High,Scheduled,132.0,116.0,-16.0,3.4,100.0,2,0,7.401709401709402,16.1,85.98205128205127,2.7732478632478634
TSK-00377,2026-09-07,OP-001,MC-005,SITE-D,Grading,Clear,Rocky,High,Scheduled,73.0,67.0,-6.0,1.5,100.0,1,0,8.576470588235296,14.9,82.53676470588235,3.3397058823529413
TSK-00378,2026-09-07,OP-002,MC-008,SITE-D,Grading,Rain,Hard Soil,Medium,Scheduled,30.0,45.0,15.0,28.3,100.0,2,1,6.5456521739130435,15.1,86.35652173913044,2.7354347826086958
TSK-00379,2026-09-07,OP-003,MC-006,SITE-D,Excavation,Clear,Muddy,High,Scheduled,97.0,76.0,-21.0,3.9,100.0,0,0,7.471428571428571,15.6,84.43896103896104,3.2253246753246754
TSK-00380,2026-09-07,OP-004,MC-002,SITE-A,Material Loading,Rain,Soft Soil,Low,Scheduled,67.0,49.0,-18.0,6.0,100.0,0,0,7.263999999999999,13.9,84.898,3.1296
TSK-00381,2026-09-07,OP-004,MC-006,SITE-C,Grading,Rain,Soft Soil,High,Scheduled,66.0,61.0,-5.0,0.0,0.0,2,1,8.27741935483871,14.7,84.45806451612903,2.894516129032258
TSK-00382,2026-09-07,OP-004,MC-005,SITE-C,Trenching,Clear,Soft Soil,Medium,Scheduled,128.0,89.0,-39.0,10.0,100.0,0,0,7.2588888888888885,14.6,83.47777777777777,2.957777777777778
TSK-00383,2026-09-07,OP-005,MC-002,SITE-D,Material Loading,Clear,Hard Soil,Medium,Scheduled,106.0,76.0,-30.0,6.5,100.0,0,0,7.257142857142856,15.6,85.44415584415584,2.7653246753246754
TSK-00384,2026-09-07,OP-006,MC-002,SITE-A,Material Loading,Clear,Soft Soil,Low,Scheduled,123.0,106.0,-17.0,4.7,100.0,0,0,7.782242990654206,14.0,84.9766355140187,3.1477570093457943
TSK-00385,2026-09-07,OP-007,MC-009,SITE-C,Material Loading,Clear,Hard Soil,High,Scheduled,123.0,118.0,-5.0,24.4,100.0,1,1,6.751260504201681,21.1,85.62605042016807,3.0649579831932776
TSK-00386,2026-09-07,OP-008,MC-008,SITE-D,Excavation,Clear,Muddy,Medium,Scheduled,109.0,108.0,-1.0,1.8,100.0,1,1,7.7605504587155965,14.5,84.53211009174312,3.028807339449541
TSK-00387,2026-09-07,OP-008,MC-007,SITE-C,Excavation,Dust Storm,Soft Soil,Low,Scheduled,95.0,90.0,-5.0,4.4,100.0,1,0,8.164835164835164,16.3,84.75054945054946,3.0373626373626372
TSK-00388,2026-09-07,OP-008,MC-009,SITE-A,Grading,High Wind,Hard Soil,High,Scheduled,67.0,74.0,7.0,6.7,100.0,0,0,6.614666666666667,13.5,83.62400000000001,2.9232
